Township of Washington,"('-77.10000', '41.10000')",Township of Lewis,"('-77.10000', '41.00000')",[82.4288],[59.2088],[0.],[0.],[0.],[5.8718586],[15.659],121.29486666666666,10.359082196697393,2016-06-19
Township of Lewis,"('-77.10000', '41.00000')",Township of Gregg,"('-76.90000', '41.10000')",[86.906296],[60.4463],[0.],[0.],[0.],[6.044041],[13.422],118.60836666666667,9.863391797015653,2016-06-19
Township of Gregg,"('-76.90000', '41.10000')",Township of East Chillisquaque,"('-76.80000', '41.00000')",[87.3608],[60.5408],[0.],[0.],[0.],[6.1710396],[14.764199],51.62271666666666,4.145275588992947,2016-06-19
Township of East Chillisquaque,"('-76.80000', '41.00000')",Township of Liberty,"('-76.70000', '41.00000')",[86.452705],[59.902702],[0.],[0.],[0.],[6.1710396],[14.764199],12.655933333333333,3.543752879973329,2016-06-19
Township of Liberty,"('-76.70000', '41.00000')",Township of Valley,"('-76.60000', '41.00000')",[87.9035],[61.983498],[0.],[0.],[0.],[6.714727],[14.764199],13.187216666666666,3.392430278562715,2016-06-19
Township of Valley,"('-76.60000', '41.00000')",Township of Hemlock,"('-76.50000', '41.00000')",[87.3581],[61.6181],[0.],[0.],[0.],[6.3587484],[15.2116],13.878983333333334,3.420763116906867,2016-06-19
Township of Hemlock,"('-76.50000', '41.00000')",Township of Main,"('-76.40000', '41.00000')",[86.5661],[59.7461],[0.],[0.],[0.],[6.3587484],[15.2116],15.81475,3.5679461759406386,2016-06-19
Township of Main,"('-76.40000', '41.00000')",Township of Mifflin,"('-76.30000', '41.00000')",[87.7703],[61.760296],[0.],[0.],[0.],[6.5792146],[15.2116],17.12755,3.4250530521902185,2016-06-19
Township of Mifflin,"('-76.30000', '41.00000')",Township of Black Creek,"('-76.20000', '41.00000')",[86.5085],[61.3985],[0.],[0.],[0.],[6.409698],[15.659],18.031716666666668,3.4559141316802178,2016-06-19
Township of Black Creek,"('-76.20000', '41.00000')",Township of Sugarloaf,"('-76.10000', '41.00000')",[86.873],[62.392998],[0.],[0.],[0.],[6.440851],[16.5538],16.896733333333334,3.3795069575282124,2016-06-19
Township of Sugarloaf,"('-76.10000', '41.00000')",Township of Hazle,"('-76.00000', '41.00000')",[85.6679],[60.2879],[0.],[0.],[0.],[6.440851],[16.5538],17.19976666666667,3.5333299814336474,2016-06-19
Township of Hazle,"('-76.00000', '41.00000')",Township of Dorrance,"('-76.00000', '41.10000')",[86.8712],[62.661198],[0.],[0.],[0.],[6.440851],[16.5538],18.95671666666667,3.3727731324993298,2016-06-19
Township of Dorrance,"('-76.00000', '41.10000')",Nanticoke,"('-76.00000', '41.20000')",[88.6658],[63.6458],[0.],[0.],[0.],[6.409698],[15.659],19.109583333333333,3.3077107605500715,2016-06-19
Nanticoke,"('-76.00000', '41.20000')",Township of Hanover,"('-75.90000', '41.20000')",[86.765],[60.215],[0.],[0.],[0.],[6.3034196],[16.1064],11.547583333333334,3.5166959402651536,2016-06-19
Township of Hanover,"('-75.90000', '41.20000')",Township of Bear Creek,"('-75.80000', '41.20000')",[83.5763],[60.0863],[0.],[0.],[0.],[6.949117],[17.6723],14.145000000000001,3.5348299405009196,2016-06-19
Township of Bear Creek,"('-75.80000', '41.20000')",Township of Jenkins,"('-75.80000', '41.30000')",[88.0115],[62.8115],[0.],[0.],[0.],[6.9886117],[17.4486],19.62203333333333,3.3668110273742498,2016-06-19
Township of Jenkins,"('-75.80000', '41.30000')",Pittston,"('-75.70000', '41.30000')",[84.1811],[60.5111],[0.],[0.],[0.],[6.044041],[17.0012],21.649816666666666,3.5456467374630405,2016-06-19
Pittston,"('-75.70000', '41.30000')",Scranton,"('-75.70000', '41.40000')",[88.0754],[60.7154],[0.],[0.],[0.],[6.3034196],[16.1064],28.16865,3.5958503127127424,2016-06-19
Scranton,"('-75.70000', '41.40000')",Dunmore,"('-75.60000', '41.40000')",[85.3241],[58.1441],[0.],[0.],[0.],[5.80328],[17.896],18.760916666666667,3.712217273477273,2016-06-19
Township of Benner,"('-77.80000', '40.90000')",Township of Spring,"('-77.70000', '40.90000')",[43.2473],[31.6373],[2.2],[2.2],[0.],[5.3734584],[14.9879],13.857783333333334,9.428221088944316,2018-01-21
Township of Spring,"('-77.70000', '40.90000')",Township of Howard,"('-77.70000', '41.00000')",[43.727898],[32.5679],[2.6999998],[2.6999998],[0.],[4.906124],[11.4087],19.859199999999998,9.035987764498444,2018-01-21
Township of Howard,"('-77.70000', '41.00000')",Township of Marion,"('-77.60000', '41.00000')",[42.6011],[30.9911],[1.9000001],[1.9000001],[0.],[5.461213],[11.4087],15.404166666666667,9.760505976282909,2018-01-21
Township of Marion,"('-77.60000', '41.00000')",Township of Porter,"('-77.50000', '41.00000')",[40.2314],[30.0614],[1.5],[1.5],[0.],[6.814594],[16.1064],76.60536666666667,12.197213425577655,2018-01-21
Township of Porter,"('-77.50000', '41.00000')",Township of Logan,"('-77.40000', '41.00000')",[42.9926],[32.8226],[1.5],[1.5],[0.],[6.814594],[16.1064],83.88664999999999,11.236817175591693,2018-01-21
Township of Logan,"('-77.40000', '41.00000')",Township of Lamar,"('-77.40000', '41.10000')",[43.5866],[31.3466],[2.],[2.],[0.],[6.219504],[15.659],31.138016666666665,9.714678980158284,2018-01-21
Township of Lamar,"('-77.40000', '41.10000')",Township of Wayne,"('-77.30000', '41.10000')",[42.116898],[31.4969],[1.7],[1.7],[0.],[8.249648],[19.0145],26.334883333333334,9.540303032419486,2018-01-21
Township of Wayne,"('-77.30000', '41.10000')",Township of Miles,"('-77.30000', '41.00000')",[42.5435],[32.8235],[1.1],[1.1],[0.],[9.875792],[22.8174],61.48331666666666,9.78008735490012,2018-01-21
Township of Miles,"('-77.30000', '41.00000')",Township of Limestone,"('-77.20000', '41.10000')",[41.7047],[33.5147],[0.90000004],[0.90000004],[0.],[8.770067],[21.2515],119.21036666666667,14.848285641227811,2018-01-21
Township of Limestone,"('-77.20000', '41.10000')",Township of Washington,"('-77.10000', '41.10000')",[40.3547],[30.9947],[1.1],[1.1],[0.],[5.3360767],[15.4353],103.01936666666667,13.995639902842292,2018-01-21
Township of Washington,"('-77.10000', '41.10000')",Township of Lewis,"('-77.10000', '41.00000')",[40.727303],[34.4273],[0.90000004],[0.90000004],[0.],[9.766241],[23.0411],121.29486666666666,14.785578493836187,2018-01-21
Township of Lewis,"('-77.10000', '41.00000')",Township of Gregg,"('-76.90000', '41.10000')",[40.6193],[26.2193],[1.1],[1.1],[0.],[3.5861838],[7.3820996],118.60836666666667,19.795247656610258,2018-01-21
Township of Gregg,"('-76.90000', '41.10000')",Township of East Chillisquaque,"('-76.80000', '41.00000')",[41.3123],[22.7723],[1.6],[1.6],[0.],[4.6976995],[7.3820996],51.62271666666666,19.459983912261485,2018-01-21
Township of East Chillisquaque,"('-76.80000', '41.00000')",Township of Liberty,"('-76.70000', '41.00000')",[41.378],[20.138],[1.5],[1.5],[0.],[6.002501],[9.395399],12.655933333333333,26.847391334984614,2018-01-21
Township of Liberty,"('-76.70000', '41.00000')",Township of Valley,"('-76.60000', '41.00000')",[42.5597],[21.3197],[1.5],[1.5],[0.],[6.002501],[9.395399],13.187216666666666,22.51719098371567,2018-01-21
Township of Valley,"('-76.60000', '41.00000')",Township of Hemlock,"('-76.50000', '41.00000')",[42.2177],[20.9777],[1.1],[1.1],[0.],[5.8718586],[11.4087],13.878983333333334,23.519278211791534,2018-01-21
Township of Hemlock,"('-76.50000', '41.00000')",Township of Main,"('-76.40000', '41.00000')",[41.3474],[20.017399],[0.70000005],[0.70000005],[0.],[6.639784],[10.7376],15.81475,27.15798524099262,2018-01-21
Township of Main,"('-76.40000', '41.00000')",Township of Mifflin,"('-76.30000', '41.00000')",[41.3267],[21.3467],[0.4],[0.4],[0.],[6.0770693],[12.3035],17.12755,22.18183208585005,2018-01-21
Township of Mifflin,"('-76.30000', '41.00000')",Township of Black Creek,"('-76.20000', '41.00000')",[40.1216],[20.1416],[0.4],[0.4],[0.],[6.0770693],[12.3035],18.031716666666668,26.532810339073066,2018-01-21
Township of Black Creek,"('-76.20000', '41.00000')",Township of Sugarloaf,"('-76.10000', '41.00000')",[41.5769],[22.4969],[0.5],[0.5],[0.],[6.945516],[15.8827],16.896733333333334,19.20361186075213,2018-01-21
Township of Sugarloaf,"('-76.10000', '41.00000')",Township of Hazle,"('-76.00000', '41.00000')",[41.7326],[28.4126],[0.5],[0.5],[0.],[8.352132],[17.6723],17.19976666666667,11.336105735401947,2018-01-21
Township of Hazle,"('-76.00000', '41.00000')",Township of Dorrance,"('-76.00000', '41.10000')",[40.9901],[22.3601],[0.4],[0.4],[0.],[7.0064893],[14.9879],18.95671666666667,19.50751438637751,2018-01-21
Township of Dorrance,"('-76.00000', '41.10000')",Nanticoke,"('-76.00000', '41.20000')",[42.4211],[22.531101],[0.70000005],[0.70000005],[0.],[6.6095686],[13.1983],19.109583333333333,19.1816319791234,2018-01-21
Nanticoke,"('-76.00000', '41.20000')",Township of Hanover,"('-75.90000', '41.20000')",[40.55],[18.05],[0.6],[0.6],[0.],[6.2675934],[14.9879],11.547583333333334,40.27801481045283,2018-01-21
Township of Hanover,"('-75.90000', '41.20000')",Township of Bear Creek,"('-75.80000', '41.20000')",[39.4421],[23.7821],[0.70000005],[0.70000005],[0.],[8.95359],[19.6856],14.145000000000001,16.70935223434471,2018-01-21
Township of Bear Creek,"('-75.80000', '41.20000')",Township of Jenkins,"('-75.80000', '41.30000')",[42.7532],[20.7032],[0.70000005],[0.70000005],[0.],[6.945516],[18.3434],19.62203333333333,24.403454976966383,2018-01-21
Township of Jenkins,"('-75.80000', '41.30000')",Pittston,"('-75.70000', '41.30000')",[41.2457],[18.7457],[0.8000001],[0.8000001],[0.],[8.518242],[18.119701],21.649816666666666,34.50219917333567,2018-01-21
Pittston,"('-75.70000', '41.30000')",Scranton,"('-75.70000', '41.40000')",[42.8405],[21.150501],[1.],[1.],[0.],[5.3781123],[14.5405],28.16865,23.035528152792068,2018-01-21
Scranton,"('-75.70000', '41.40000')",Dunmore,"('-75.60000', '41.40000')",[40.5716],[19.6916],[0.9000001],[0.9000001],[0.],[6.1058216],[14.9879],18.760916666666667,28.790041776202294,2018-01-21
Township of Benner,"('-77.80000', '40.90000')",Township of Spring,"('-77.70000', '40.90000')",[45.5873],[34.6073],[0.],[0.],[0.],[12.352211],[27.9625],13.857783333333334,7.879909782271169,2019-11-20
Township of Spring,"('-77.70000', '40.90000')",Township of Howard,"('-77.70000', '41.00000')",[46.8779],[36.3479],[0.],[0.],[0.],[11.788374],[27.738798],19.859199999999998,7.298515036847022,2019-11-20
Township of Howard,"('-77.70000', '41.00000')",Township of Marion,"('-77.60000', '41.00000')",[45.3011],[34.5911],[0.],[0.],[0.],[10.485304],[25.501799],15.404166666666667,7.892298181181014,2019-11-20
Township of Marion,"('-77.60000', '41.00000')",Township of Porter,"('-77.50000', '41.00000')",[41.851402],[30.9614],[0.],[0.],[0.],[10.627515],[26.3966],76.60536666666667,11.493913231186,2019-11-20
Township of Porter,"('-77.50000', '41.00000')",Township of Logan,"('-77.40000', '41.00000')",[44.612602],[33.7226],[0.],[0.],[0.],[10.627515],[26.3966],83.88664999999999,10.700625825324838,2019-11-20
Township of Logan,"('-77.40000', '41.00000')",Township of Lamar,"('-77.40000', '41.10000')",[46.0166],[34.7666],[0.],[0.],[0.],[9.621701],[25.501799],31.138016666666665,7.969126907119773,2019-11-20
Township of Lamar,"('-77.40000', '41.10000')",Township of Wayne,"('-77.30000', '41.10000')",[43.1069],[31.8569],[0.],[0.],[0.],[10.830407],[27.291399],26.334883333333334,9.178755977250356,2019-11-20
Township of Wayne,"('-77.30000', '41.10000')",Township of Miles,"('-77.30000', '41.00000')",[42.183502],[31.0235],[0.],[0.],[0.],[11.722392],[27.738798],61.48331666666666,10.584893666970185,2019-11-20
Township of Miles,"('-77.30000', '41.00000')",Township of Limestone,"('-77.20000', '41.10000')",[43.9547],[32.7947],[0.],[0.],[0.],[11.811699],[30.1995],119.21036666666667,15.083288726237189,2019-11-20
Township of Limestone,"('-77.20000', '41.10000')",Township of Washington,"('-77.10000', '41.10000')",[46.0247],[34.8647],[0.],[0.],[0.],[12.22393],[31.7654],103.01936666666667,12.111059004245366,2019-11-20
Township of Washington,"('-77.10000', '41.10000')",Township of Lewis,"('-77.10000', '41.00000')",[43.5173],[32.7173],[0.],[0.],[0.],[11.858211],[29.081],121.29486666666666,15.430803441596005,2019-11-20
Township of Lewis,"('-77.10000', '41.00000')",Township of Gregg,"('-76.90000', '41.10000')",[48.3593],[36.2093],[0.],[0.],[0.],[12.782258],[26.3966],118.60836666666667,13.669734181361658,2019-11-20
Township of Gregg,"('-76.90000', '41.10000')",Township of East Chillisquaque,"('-76.80000', '41.00000')",[48.602303],[36.4523],[0.],[0.],[0.],[12.125282],[25.949202],51.62271666666666,7.879754720641051,2019-11-20
Township of East Chillisquaque,"('-76.80000', '41.00000')",Township of Liberty,"('-76.70000', '41.00000')",[46.508],[34.628],[0.],[0.],[0.],[11.126686],[25.278101],12.655933333333333,7.867952663533243,2019-11-20
Township of Liberty,"('-76.70000', '41.00000')",Township of Valley,"('-76.60000', '41.00000')",[47.689697],[35.8097],[0.],[0.],[0.],[11.126686],[25.278101],13.187216666666666,7.444157143030573,2019-11-20
Township of Valley,"('-76.60000', '41.00000')",Township of Hemlock,"('-76.50000', '41.00000')",[45.9977],[35.1077],[0.],[0.],[0.],[10.627515],[25.501799],13.878983333333334,7.693619549726518,2019-11-20
Township of Hemlock,"('-76.50000', '41.00000')",Township of Main,"('-76.40000', '41.00000')",[44.4974],[34.2374],[0.],[0.],[0.],[11.015947],[24.8307],15.81475,8.031641651352034,2019-11-20
Township of Main,"('-76.40000', '41.00000')",Township of Mifflin,"('-76.30000', '41.00000')",[44.8367],[35.0267],[0.],[0.],[0.],[11.515662],[27.291399],17.12755,7.7376046136172425,2019-11-20
Township of Mifflin,"('-76.30000', '41.00000')",Township of Black Creek,"('-76.20000', '41.00000')",[43.6316],[33.8216],[0.],[0.],[0.],[11.515662],[27.291399],18.031716666666668,8.210985866225279,2019-11-20
Township of Black Creek,"('-76.20000', '41.00000')",Township of Sugarloaf,"('-76.10000', '41.00000')",[43.9169],[34.3769],[0.],[0.],[0.],[12.93017],[29.9758],16.896733333333334,7.982094196050198,2019-11-20
Township of Sugarloaf,"('-76.10000', '41.00000')",Township of Hazle,"('-76.00000', '41.00000')",[42.9926],[33.8126],[0.],[0.],[0.],[14.123249],[31.9891],17.19976666666667,8.210110396080125,2019-11-20
Township of Hazle,"('-76.00000', '41.00000')",Township of Dorrance,"('-76.00000', '41.10000')",[43.2401],[34.0601],[0.],[0.],[0.],[13.711552],[31.9891],18.95671666666667,8.119364091435475,2019-11-20
Township of Dorrance,"('-76.00000', '41.10000')",Nanticoke,"('-76.00000', '41.20000')",[44.7611],[34.7711],[0.],[0.],[0.],[12.005002],[27.9625],19.109583333333333,7.843893353569881,2019-11-20
Nanticoke,"('-76.00000', '41.20000')",Township of Hanover,"('-75.90000', '41.20000')",[42.98],[33.17],[0.],[0.],[0.],[11.305152],[27.291399],11.547583333333334,8.462045580284562,2019-11-20
Township of Hanover,"('-75.90000', '41.20000')",Township of Bear Creek,"('-75.80000', '41.20000')",[38.8121],[29.8121],[0.1],[0.1],[0.],[12.098428],[29.528399],14.145000000000001,10.276388017093192,2019-11-20
Township of Bear Creek,"('-75.80000', '41.20000')",Township of Jenkins,"('-75.80000', '41.30000')",[43.0232],[34.2032],[0.1],[0.1],[0.],[9.93641],[26.844],19.62203333333333,8.075361732488872,2019-11-20
Township of Jenkins,"('-75.80000', '41.30000')",Pittston,"('-75.70000', '41.30000')",[39.535698],[30.8057],[0.2],[0.2],[0.],[11.234107],[27.9625],21.649816666666666,9.723614961522777,2019-11-20
Pittston,"('-75.70000', '41.30000')",Scranton,"('-75.70000', '41.40000')",[43.0205],[34.2905],[0.],[0.],[0.],[9.753423],[26.1729],28.16865,8.112074858398207,2019-11-20
Scranton,"('-75.70000', '41.40000')",Dunmore,"('-75.60000', '41.40000')",[40.3916],[32.0216],[0.],[0.],[0.],[10.798016],[27.291399],18.760916666666667,9.031631236129062,2019-11-20
Township of Benner,"('-77.80000', '40.90000')",Township of Spring,"('-77.70000', '40.90000')",[37.3973],[21.2873],[0.],[0.],[0.],[6.52192],[15.8827],13.857783333333334,22.249073224661657,2018-12-10
Township of Spring,"('-77.70000', '40.90000')",Township of Howard,"('-77.70000', '41.00000')",[39.2279],[21.947899],[0.],[0.],[0.],[5.1060476],[13.6456995],19.859199999999998,20.432257424168135,2018-12-10
Township of Howard,"('-77.70000', '41.00000')",Township of Marion,"('-77.60000', '41.00000')",[37.2911],[22.3511],[0.],[0.],[0.],[4.9416943],[13.869399],15.404166666666667,19.423460945935084,2018-12-10
Township of Marion,"('-77.60000', '41.00000')",Township of Porter,"('-77.50000', '41.00000')",[33.7514],[18.5414],[0.],[0.],[0.],[6.949117],[16.5538],76.60536666666667,37.6146264553305,2018-12-10
Township of Porter,"('-77.50000', '41.00000')",Township of Logan,"('-77.40000', '41.00000')",[36.5126],[21.3026],[0.],[0.],[0.],[6.949117],[16.5538],83.88664999999999,24.670575351061494,2018-12-10
Township of Logan,"('-77.40000', '41.00000')",Township of Lamar,"('-77.40000', '41.10000')",[38.0066],[22.7066],[0.],[0.],[0.],[4.9669466],[15.2116],31.138016666666665,18.774713287486904,2018-12-10
Township of Lamar,"('-77.40000', '41.10000')",Township of Wayne,"('-77.30000', '41.10000')",[34.4669],[19.7069],[0.],[0.],[0.],[6.2675934],[17.4486],26.334883333333334,28.49332379376028,2018-12-10
Township of Wayne,"('-77.30000', '41.10000')",Township of Miles,"('-77.30000', '41.00000')",[33.9935],[18.6035],[0.],[0.],[0.],[8.686936],[19.6856],61.48331666666666,36.25925001174083,2018-12-10
Township of Miles,"('-77.30000', '41.00000')",Township of Limestone,"('-77.20000', '41.10000')",[34.7747],[20.2847],[0.],[0.],[0.],[8.565111],[19.0145],119.21036666666667,32.24072289370377,2018-12-10
Township of Limestone,"('-77.20000', '41.10000')",Township of Washington,"('-77.10000', '41.10000')",[36.4847],[21.4547],[0.],[0.],[0.],[8.71282],[21.2515],103.01936666666667,26.078004488572837,2018-12-10
Township of Washington,"('-77.10000', '41.10000')",Township of Lewis,"('-77.10000', '41.00000')",[34.6073],[20.0273],[0.],[0.],[0.],[9.691658],[21.6989],121.29486666666666,33.653416115193615,2018-12-10
Township of Lewis,"('-77.10000', '41.00000')",Township of Gregg,"('-76.90000', '41.10000')",[38.6393],[22.3493],[0.],[0.],[0.],[7.1723676],[17.0012],118.60836666666667,25.778316201888348,2018-12-10
Township of Gregg,"('-76.90000', '41.10000')",Township of East Chillisquaque,"('-76.80000', '41.00000')",[38.4323],[22.2323],[0.],[0.],[0.],[7.395645],[18.119701],51.62271666666666,20.343042230624455,2018-12-10
Township of East Chillisquaque,"('-76.80000', '41.00000')",Township of Liberty,"('-76.70000', '41.00000')",[36.878],[19.868],[0.],[0.],[0.],[7.1897893],[18.5671],12.655933333333333,27.621910714385006,2018-12-10
Township of Liberty,"('-76.70000', '41.00000')",Township of Valley,"('-76.60000', '41.00000')",[38.0597],[21.0497],[0.],[0.],[0.],[7.1897893],[18.5671],13.187216666666666,22.995971526059016,2018-12-10
Township of Valley,"('-76.60000', '41.00000')",Township of Hemlock,"('-76.50000', '41.00000')",[36.9977],[20.5277],[0.],[0.],[0.],[7.024322],[18.119701],13.878983333333334,24.836010719072718,2018-12-10
Township of Hemlock,"('-76.50000', '41.00000')",Township of Main,"('-76.40000', '41.00000')",[36.7574],[18.8474],[0.],[0.],[0.],[6.7703905],[17.0012],15.81475,33.44663392936862,2018-12-10
Township of Main,"('-76.40000', '41.00000')",Township of Mifflin,"('-76.30000', '41.00000')",[37.7267],[21.2567],[0.],[0.],[0.],[6.5830164],[17.4486],17.12755,22.357309628285652,2018-12-10
Township of Mifflin,"('-76.30000', '41.00000')",Township of Black Creek,"('-76.20000', '41.00000')",[36.5216],[20.0516],[0.],[0.],[0.],[6.5830164],[17.4486],18.031716666666668,26.807866441273184,2018-12-10
Township of Black Creek,"('-76.20000', '41.00000')",Township of Sugarloaf,"('-76.10000', '41.00000')",[36.2669],[21.2369],[0.],[0.],[0.],[9.771363],[23.0411],16.896733333333334,22.417189651243614,2018-12-10
Township of Sugarloaf,"('-76.10000', '41.00000')",Township of Hazle,"('-76.00000', '41.00000')",[34.9826],[20.4926],[0.],[0.],[0.],[10.573226],[27.291399],17.19976666666667,24.984980374487506,2018-12-10
Township of Hazle,"('-76.00000', '41.00000')",Township of Dorrance,"('-76.00000', '41.10000')",[35.0501],[20.7401],[0.],[0.],[0.],[10.224339],[25.7255],18.95671666666667,24.078880524575077,2018-12-10
Township of Dorrance,"('-76.00000', '41.10000')",Nanticoke,"('-76.00000', '41.20000')",[37.0211],[22.8011],[0.],[0.],[0.],[9.017635],[21.6989],19.109583333333333,18.451385475174096,2018-12-10
Nanticoke,"('-76.00000', '41.20000')",Township of Hanover,"('-75.90000', '41.20000')",[35.33],[20.21],[0.],[0.],[0.],[10.187565],[24.8307],11.547583333333334,26.09830091543446,2018-12-10
Township of Hanover,"('-75.90000', '41.20000')",Township of Bear Creek,"('-75.80000', '41.20000')",[31.5221],[17.6621],[0.],[0.],[0.],[10.516279],[26.3966],14.145000000000001,44.25660071903716,2018-12-10
Township of Bear Creek,"('-75.80000', '41.20000')",Township of Jenkins,"('-75.80000', '41.30000')",[35.8232],[20.8832],[0.],[0.],[0.],[9.608688],[25.501799],19.62203333333333,23.583486956523693,2018-12-10
Township of Jenkins,"('-75.80000', '41.30000')",Pittston,"('-75.70000', '41.30000')",[32.3357],[18.3857],[0.],[0.],[0.],[9.406046],[23.4885],21.649816666666666,37.000836429674735,2018-12-10
Pittston,"('-75.70000', '41.30000')",Scranton,"('-75.70000', '41.40000')",[35.8205],[20.7905],[0.],[0.],[0.],[9.461742],[24.607],28.16865,23.9848997698161,2018-12-10
Scranton,"('-75.70000', '41.40000')",Dunmore,"('-75.60000', '41.40000')",[33.1916],[19.1516],[0.],[0.],[0.],[8.959178],[22.369999],18.760916666666667,31.488959289430632,2018-12-10
Township of Benner,"('-77.80000', '40.90000')",Township of Spring,"('-77.70000', '40.90000')",[61.8935],[40.0235],[0.],[0.],[0.],[6.891267],[18.3434],13.857783333333334,6.2437608453935125,2016-04-27
Township of Spring,"('-77.70000', '40.90000')",Township of Howard,"('-77.70000', '41.00000')",[64.153404],[39.2234],[0.],[0.],[0.],[6.891267],[18.3434],19.859199999999998,6.472119450651286,2016-04-27
Township of Howard,"('-77.70000', '41.00000')",Township of Marion,"('-77.60000', '41.00000')",[62.0366],[38.6366],[0.],[0.],[0.],[6.6057816],[17.6723],15.404166666666667,6.600403529457474,2016-04-27
Township of Marion,"('-77.60000', '41.00000')",Township of Porter,"('-77.50000', '41.00000')",[59.3492],[37.6592],[0.],[0.],[0.],[7.75565],[16.330101],76.60536666666667,8.790045370072598,2016-04-27
Township of Porter,"('-77.50000', '41.00000')",Township of Logan,"('-77.40000', '41.00000')",[62.901497],[39.5915],[0.],[0.],[0.],[6.6057816],[17.6723],83.88664999999999,8.81692525050939,2016-04-27
Township of Logan,"('-77.40000', '41.00000')",Township of Lamar,"('-77.40000', '41.10000')",[64.1147],[39.0947],[0.],[0.],[0.],[7.227968],[19.238201],31.138016666666665,6.623685795297705,2016-04-27
Township of Lamar,"('-77.40000', '41.10000')",Township of Wayne,"('-77.30000', '41.10000')",[61.9142],[37.2542],[0.],[0.],[0.],[7.214108],[17.4486],26.334883333333334,7.073115700606183,2016-04-27
Township of Wayne,"('-77.30000', '41.10000')",Township of Miles,"('-77.30000', '41.00000')",[60.978203],[38.0282],[0.],[0.],[0.],[7.214108],[17.4486],61.48331666666666,7.810715526902749,2016-04-27
Township of Miles,"('-77.30000', '41.00000')",Township of Limestone,"('-77.20000', '41.10000')",[62.479397],[38.2694],[0.],[0.],[0.],[7.214108],[17.4486],119.21036666666667,13.138909670367223,2016-04-27
Township of Limestone,"('-77.20000', '41.10000')",Township of Washington,"('-77.10000', '41.10000')",[63.3254],[39.6554],[0.],[0.],[0.],[6.405793],[18.3434],103.01936666666667,10.661209347978659,2016-04-27
Township of Washington,"('-77.10000', '41.10000')",Township of Lewis,"('-77.10000', '41.00000')",[61.368797],[38.6888],[0.],[0.],[0.],[6.4563713],[17.896],121.29486666666666,13.337388723011637,2016-04-27
Township of Lewis,"('-77.10000', '41.00000')",Township of Gregg,"('-76.90000', '41.10000')",[62.8763],[40.3763],[0.],[0.],[0.],[6.405793],[18.3434],118.60836666666667,12.517370084775404,2016-04-27
Township of Gregg,"('-76.90000', '41.10000')",Township of East Chillisquaque,"('-76.80000', '41.00000')",[61.8908],[41.4608],[0.],[0.],[0.],[6.4563713],[18.3434],51.62271666666666,6.563776886016205,2016-04-27
Township of East Chillisquaque,"('-76.80000', '41.00000')",Township of Liberty,"('-76.70000', '41.00000')",[60.4427],[40.6427],[0.],[0.],[0.],[6.4563713],[18.3434],12.655933333333333,6.095013667952063,2016-04-27
Township of Liberty,"('-76.70000', '41.00000')",Township of Valley,"('-76.60000', '41.00000')",[61.5335],[42.0935],[0.],[0.],[0.],[7.0064893],[19.238201],13.187216666666666,5.782728352645739,2016-04-27
