Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[46.3568],[30.2468],[31.1],[31.1],[0.],[15.851161],[34.8972],11.338433333333334,13.427587266275616,2022-04-18
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[46.438698],[31.1387],[30.300001],[30.300001],[0.],[17.036484],[36.0157],15.229199999999999,12.658625737774889,2022-04-18
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[47.401703],[30.3917],[27.2],[27.2],[0.],[13.81155],[30.4232],14.004183333333334,12.889084924645678,2022-04-18
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[45.9356],[29.8256],[31.1],[31.1],[0.],[15.851161],[34.8972],15.876816666666667,13.80083185889792,2022-04-18
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[47.3549],[30.3449],[27.2],[27.2],[0.],[13.81155],[30.4232],19.94973333333333,12.956906099931736,2022-04-18
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[48.4376],[30.347599],[31.2],[28.800001],[1.6800001],[12.529197],[28.409899],16.183133333333334,13.37346194821301,2022-04-18
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[83.5781],[63.328102],[0.],[0.],[0.],[5.1645155],[15.8827],11.338433333333334,3.294922890087478,2014-07-11
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[82.7402],[63.0302],[0.],[0.],[0.],[7.569527],[16.1064],15.229199999999999,3.3281480820604106,2014-07-11
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[83.0138],[63.2138],[0.],[0.],[0.],[7.227968],[16.5538],14.004183333333334,3.3109170793487928,2014-07-11
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[82.9661],[62.716103],[0.],[0.],[0.],[5.110945],[14.764199],15.876816666666667,3.3523353485163803,2014-07-11
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[82.8275],[63.0275],[0.],[0.],[0.],[7.227968],[16.5538],19.94973333333333,3.354395860991817,2014-07-11
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[83.5925],[63.8825],[0.],[0.],[0.],[8.108932],[16.1064],16.183133333333334,3.2760148502929662,2014-07-11
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[41.3168],[33.6668],[19.500002],[19.500002],[0.],[16.8073],[36.463097],11.338433333333334,10.032756249708601,2022-12-16
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[41.8487],[33.3887],[17.6],[17.6],[0.],[17.3075],[37.581596],15.229199999999999,10.01338653988518,2022-12-16
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[42.361702],[34.6217],[17.7],[17.7],[0.],[15.039563],[35.792],14.004183333333334,9.419934139547204,2022-12-16
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[40.8956],[33.2456],[19.500002],[19.500002],[0.],[16.8073],[36.463097],15.876816666666667,10.268247384506806,2022-12-16
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[42.3149],[34.5749],[17.7],[17.7],[0.],[15.039563],[35.792],19.94973333333333,9.47228721174663,2022-12-16
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[43.9376],[36.1976],[21.500002],[21.500002],[0.],[14.318547],[32.8839],16.183133333333334,9.06990051499609,2022-12-16
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[72.7781],[61.798103],[3.4],[3.4],[0.],[5.9690604],[16.1064],11.338433333333334,3.528085241472379,2012-10-04
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[72.9302],[62.3102],[2.2],[2.2],[0.],[6.6095686],[16.330101],15.229199999999999,3.4593614917607063,2012-10-04
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[72.6638],[62.7638],[3.7],[3.7],[0.],[6.5219193],[16.330101],14.004183333333334,3.4778704680205346,2012-10-04
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[71.7161],[61.4561],[3.3000002],[3.3000002],[0.],[6.0440416],[16.1064],15.876816666666667,3.5657957403845835,2012-10-04
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[71.9375],[62.667503],[3.7],[3.7],[0.],[6.5219193],[16.330101],19.94973333333333,3.515684717771013,2012-10-04
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[72.3425],[63.5225],[4.2000003],[4.2000003],[0.],[6.2154794],[16.330101],16.183133333333334,3.452281197152026,2012-10-04
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[52.078102],[34.0781],[0.],[0.],[0.],[7.6582546],[22.8174],11.338433333333334,8.079284083568238,2011-12-04
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[52.320198],[34.5902],[0.],[0.],[0.],[7.63535],[22.8174],15.229199999999999,7.891883273975493,2011-12-04
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[52.5938],[34.9538],[0.],[0.],[0.],[7.1723676],[23.7122],14.004183333333334,7.750451840163131,2011-12-04
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[51.5561],[33.5561],[0.],[0.],[0.],[7.8804655],[23.2648],15.876816666666667,8.310806907083615,2011-12-04
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[52.317497],[34.5875],[0.],[0.],[0.],[7.1723676],[23.7122],19.94973333333333,7.918979734228278,2011-12-04
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[53.1725],[35.3525],[0.],[0.],[0.],[6.9670963],[23.2648],16.183133333333334,7.615316184404227,2011-12-04
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[72.7268],[57.1568],[0.],[0.],[0.],[13.468523],[32.660202],11.338433333333334,3.764544675824287,2017-06-01
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[72.8087],[57.2387],[0.],[0.],[0.],[14.052206],[33.1076],15.229199999999999,3.770705650197072,2017-06-01
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[73.591705],[57.5717],[0.],[0.],[0.],[13.514887],[32.2128],14.004183333333334,3.737166888089593,2017-06-01
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[72.3056],[56.7356],[0.],[0.],[0.],[13.468523],[32.660202],15.876816666666667,3.8176967897140055,2017-06-01
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[73.5449],[57.5249],[0.],[0.],[0.],[13.514887],[32.2128],19.94973333333333,3.772135386872134,2017-06-01
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[74.8076],[58.4276],[0.],[0.],[0.],[13.205881],[31.7654],16.183133333333334,3.674764803513762,2017-06-01
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[35.1068],[20.976799],[0.6],[0.],[0.42000002],[8.0656185],[18.790798],11.338433333333334,23.385407184568106,2022-01-23
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[35.3687],[20.9687],[0.5],[0.],[0.35],[8.191819],[18.790798],15.229199999999999,23.400013195009965,2022-01-23
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[35.7017],[21.391699],[0.3],[0.],[0.21000001],[7.791057],[18.3434],14.004183333333334,22.008689609840193,2022-01-23
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[34.6856],[20.5556],[0.6],[0.],[0.42000002],[8.0656185],[18.790798],15.876816666666667,24.903390688287676,2022-01-23
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[35.6549],[21.3449],[0.3],[0.],[0.21000001],[7.791057],[18.3434],19.94973333333333,22.179768441344848,2022-01-23
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[36.3776],[21.9776],[0.3],[0.],[0.21000001],[7.5695267],[18.119701],16.183133333333334,20.402931385117675,2022-01-23
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[64.2668],[37.8968],[0.1],[0.1],[0.],[7.2865787],[19.9093],11.338433333333334,6.797473315944384,2019-04-06
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[64.258705],[38.2487],[0.],[0.],[0.],[7.2210417],[19.238201],15.229199999999999,6.704832832733461,2019-04-06
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[64.9517],[38.4017],[0.],[0.],[0.],[6.651079],[18.3434],14.004183333333334,6.658039323479786,2019-04-06
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[63.8456],[37.4756],[0.1],[0.1],[0.],[7.2865787],[19.9093],15.876816666666667,6.935395450689624,2019-04-06
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[64.9049],[38.3549],[0.],[0.],[0.],[6.651079],[18.3434],19.94973333333333,6.7017666499911055,2019-04-06
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[65.8076],[39.2576],[0.],[0.],[0.],[7.44622],[18.3434],16.183133333333334,6.442294240996599,2019-04-06
start city name,start city coordinates,intermediate city name,intermediate city coordinates,daily_temperature_2m_max,daily_temperature_2m_min,daily_precipitation_sum,daily_rain_sum,daily_snowfall_sum,daily_wind_speed_10m_max,daily_wind_gusts_10m_max,time(minutes),risk_factor,date
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[38.3468],[26.8268],[0.],[0.],[0.],[14.98957],[35.5683],11.338433333333334,12.640597803554286,2019-11-08
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[38.1587],[26.908699],[0.],[0.],[0.],[15.12748],[35.3446],15.229199999999999,12.573738831126365,2019-11-08
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[39.0317],[26.8817],[0.],[0.],[0.],[14.98957],[35.792],14.004183333333334,12.595136727081814,2019-11-08
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[37.9256],[26.4056],[0.],[0.],[0.],[14.98957],[35.5683],15.876816666666667,13.085565293914525,2019-11-08
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[38.9849],[26.8349],[0.],[0.],[0.],[14.98957],[35.792],19.94973333333333,12.671963730353145,2019-11-08
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[40.1576],[27.197601],[0.],[0.],[0.],[14.588602],[36.0157],16.183133333333334,12.303340752653584,2019-11-08
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[68.0981],[58.1081],[0.2],[0.2],[0.],[9.261288],[25.949202],11.338433333333334,3.6917473473667854,2015-09-13
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[68.340195],[58.3502],[0.],[0.],[0.],[9.8529625],[27.5151],15.229199999999999,3.6768076869066912,2015-09-13
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[68.8838],[58.8038],[0.],[0.],[0.],[9.556468],[27.067701],14.004183333333334,3.634922193284845,2015-09-13
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[67.8461],[57.856102],[0.2],[0.2],[0.],[9.398062],[25.949202],15.876816666666667,3.7290535850341673,2015-09-13
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[68.9675],[58.8875],[0.],[0.],[0.],[9.556468],[27.067701],19.94973333333333,3.6591503534752303,2015-09-13
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[70.0925],[59.9225],[0.],[0.],[0.],[9.344664],[25.0544],16.183133333333334,3.5560653570650786,2015-09-13
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[79.3481],[69.7181],[17.3],[17.3],[0.],[7.927948],[21.0278],11.338433333333334,3.4771688155942626,2016-07-13
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[77.9702],[69.7802],[22.500002],[22.500002],[0.],[7.2036953],[21.0278],15.229199999999999,3.6543827772881614,2016-07-13
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[77.7038],[69.8738],[14.9],[14.9],[0.],[7.203696],[21.2515],14.004183333333334,3.3985586445182943,2016-07-13
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[78.0161],[68.9261],[17.300001],[17.300001],[0.],[7.2865787],[21.0278],15.876816666666667,3.543307182232321,2016-07-13
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[76.8875],[69.4175],[14.9],[14.9],[0.],[7.203696],[21.2515],19.94973333333333,3.4573545986345215,2016-07-13
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[77.2925],[70.0025],[8.3],[8.3],[0.],[7.8038926],[20.8041],16.183133333333334,3.1878845717252404,2016-07-13
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[94.55809],[69.7181],[0.],[0.],[0.],[7.1092973],[16.330101],11.338433333333334,2.9182840404931167,2010-09-01
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[94.08021],[70.5002],[0.],[0.],[0.],[7.7653227],[17.4486],15.229199999999999,2.8913086641831596,2010-09-01
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[94.4438],[71.1338],[0.],[0.],[0.],[7.713597],[19.6856],14.004183333333334,2.8546069350647962,2010-09-01
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[94.1261],[69.196106],[0.],[0.],[0.],[6.714727],[14.093101],15.876816666666667,2.9619358336903483,2010-09-01
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[94.3475],[71.307495],[0.],[0.],[0.],[7.713597],[19.6856],19.94973333333333,2.876983222959253,2010-09-01
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[95.2025],[72.432495],[0.],[0.],[0.],[8.204028],[20.3567],16.183133333333334,2.8008128536579604,2010-09-01
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[40.7381],[32.9081],[3.3],[0.70000005],[1.9600002],[10.1284485],[21.9226],11.338433333333334,8.892698551683882,2012-11-07
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[40.530197],[33.2402],[4.7000003],[0.9000001],[2.66],[11.03637],[23.2648],15.229199999999999,8.883637364933154,2012-11-07
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[40.5338],[33.6938],[6.9],[1.5000002],[3.8499997],[11.956968],[25.278101],14.004183333333334,8.87575097666285,2012-11-07
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[39.9461],[32.4761],[1.8000002],[0.1],[1.26],[10.7049265],[22.8174],15.876816666666667,8.970391607873447,2012-11-07
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[40.0775],[33.5975],[6.9],[1.5000002],[3.8499997],[11.956968],[25.278101],19.94973333333333,8.950242747044745,2012-11-07
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[40.572502],[34.6325],[10.],[2.0000002],[5.6],[12.479173],[25.949202],16.183133333333334,8.752483351569074,2012-11-07
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[52.8881],[38.0381],[1.8],[1.8],[0.],[9.127948],[21.9226],11.338433333333334,6.8848779032172365,2011-12-31
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[53.4002],[40.1702],[1.7],[1.7],[0.],[9.517114],[23.2648],15.229199999999999,6.331235821361319,2011-12-31
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[54.0338],[40.2638],[1.8000002],[1.8000002],[0.],[9.138905],[22.369999],14.004183333333334,6.310706573365001,2011-12-31
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[52.8161],[38.4161],[1.9],[1.9],[0.],[8.849589],[21.9226],15.876816666666667,6.801984084347999,2011-12-31
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[54.2075],[39.8975],[1.8000002],[1.8000002],[0.],[9.138905],[22.369999],19.94973333333333,6.430666759280277,2011-12-31
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[55.3325],[40.572502],[1.2],[1.2],[0.],[9.138905],[20.3567],16.183133333333334,6.20619781262576,2011-12-31
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[34.2581],[23.9081],[0.],[0.],[0.],[13.032325],[29.3047],11.338433333333334,16.361049530199548,2010-12-20
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[34.320198],[23.9702],[0.],[0.],[0.],[14.121477],[32.4365],15.229199999999999,16.27248306241035,2010-12-20
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[34.8638],[24.6038],[0.],[0.],[0.],[13.52044],[32.2128],14.004183333333334,15.29669962481141,2010-12-20
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[33.9161],[23.7461],[0.],[0.],[0.],[12.577034],[29.7521],15.876816666666667,16.64898050751622,2010-12-20
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[34.8575],[24.7775],[0.],[0.],[0.],[13.52044],[32.2128],19.94973333333333,15.081442885695816,2010-12-20
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[35.802498],[25.7225],[0.],[0.],[0.],[13.401478],[30.8706],16.183133333333334,13.847960810386558,2010-12-20
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[59.6768],[37.6268],[8.599999],[8.599999],[0.],[13.124157],[30.1995],11.338433333333334,7.522599272357188,2017-03-07
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[60.118702],[37.5287],[8.9],[8.9],[0.],[13.091706],[28.8573],15.229199999999999,7.590140365145693,2017-03-07
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[61.1717],[37.5917],[9.099999],[9.099999],[0.],[12.752862],[27.9625],14.004183333333334,7.580290613901365,2017-03-07
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[59.2556],[37.2056],[8.599999],[8.599999],[0.],[13.124157],[30.1995],15.876816666666667,7.675099784429455,2017-03-07
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[61.1249],[37.5449],[9.099999],[9.099999],[0.],[12.752862],[27.9625],19.94973333333333,7.626291131409524,2017-03-07
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[62.9276],[38.3576],[8.400001],[8.400001],[0.],[12.108763],[29.528399],16.183133333333334,7.300034969180748,2017-03-07
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[87.3581],[66.7481],[0.],[0.],[0.],[7.214108],[18.119701],11.338433333333334,3.0819915151041513,2011-07-17
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[87.060196],[66.9002],[0.],[0.],[0.],[7.6058],[17.896],15.229199999999999,3.0864323745026767,2011-07-17
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[87.423805],[67.2638],[0.],[0.],[0.],[8.009584],[18.5671],14.004183333333334,3.0606225726361336,2011-07-17
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[87.106094],[66.3161],[0.],[0.],[0.],[6.5334187],[17.6723],15.876816666666667,3.1235072116194336,2011-07-17
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[87.3275],[67.0775],[0.],[0.],[0.],[8.009584],[18.5671],19.94973333333333,3.102268631123748,2011-07-17
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[88.1825],[67.932495],[0.],[0.],[0.],[8.304062],[19.0145],16.183133333333334,3.0321378606904776,2011-07-17
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[64.5881],[54.598103],[7.6],[7.6],[0.],[4.457191],[11.184999],11.338433333333334,4.338086689485746,2015-12-25
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[64.8302],[55.5602],[13.7],[13.7],[0.],[5.3172884],[13.422],15.229199999999999,4.515378324834664,2015-12-25
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[65.1038],[56.5538],[14.3],[14.3],[0.],[5.3172884],[13.1983],14.004183333333334,4.430984408415254,2015-12-25
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[64.0661],[54.3461],[5.1],[5.1],[0.],[3.5014586],[12.5272],15.876816666666667,4.2697354553576465,2015-12-25
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[64.9175],[56.9075],[14.3],[14.3],[0.],[5.3172884],[13.1983],19.94973333333333,4.425586577814805,2015-12-25
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[65.7725],[57.6725],[17.5],[17.5],[0.],[4.703023],[12.974601],16.183133333333334,4.45908865519632,2015-12-25
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[60.1268],[50.8568],[23.2],[23.2],[0.],[15.706862],[50.7799],11.338433333333334,5.539214408189265,2018-12-21
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[60.028698],[50.0387],[24.000002],[24.000002],[0.],[16.421774],[50.3325],15.229199999999999,5.7179412524108715,2018-12-21
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[60.181698],[50.9117],[23.900002],[23.900002],[0.],[15.039563],[48.766598],14.004183333333334,5.573493675546891,2018-12-21
Township of West Nantmeal,"('-75.80000', '40.10000')",Township of Union,"('-75.80000', '40.20000')",[59.7056],[50.4356],[23.2],[23.2],[0.],[15.706862],[50.7799],15.876816666666667,5.6192789463705415,2018-12-21
Township of Union,"('-75.80000', '40.20000')",Philadelphia,"('-75.70000', '40.10000')",[60.1349],[50.8649],[23.900002],[23.900002],[0.],[15.039563],[48.766598],19.94973333333333,5.611515793249643,2018-12-21
Philadelphia,"('-75.70000', '40.10000')",West Pikeland,"('-75.60000', '40.10000')",[61.217598],[52.0376],[20.2],[20.2],[0.],[15.679759],[48.766598],16.183133333333334,5.243222782818224,2018-12-21
Reading,"('-75.90000', '40.30000')",Township of Robeson,"('-75.90000', '40.20000')",[40.776802],[22.956799],[0.],[0.],[0.],[9.71229],[20.8041],11.338433333333334,18.097610503910747,2020-12-23
Township of Robeson,"('-75.90000', '40.20000')",Honey Brook,"('-75.90000', '40.10000')",[40.4987],[25.1987],[0.],[0.],[0.],[10.049087],[21.0278],15.229199999999999,14.490026956109782,2020-12-23
Honey Brook,"('-75.90000', '40.10000')",Township of West Nantmeal,"('-75.80000', '40.10000')",[41.1017],[24.2717],[0.],[0.],[0.],[9.784158],[20.580399],14.004183333333334,15.790646150705294,2020-12-23
