Township of Fannett,"('-77.70000', '40.20000')",Township of Lurgan,"('-77.60000', '40.10000')",[74.9354],[65.3954],[9.7],[9.7],[0.],[4.3434687],[17.4486],30.12773333333333,3.6454724741198485,2015-07-04
Township of Lurgan,"('-77.60000', '40.10000')",Township of Toboyne,"('-77.60000', '40.20000')",[70.205],[61.655003],[7.2999997],[7.2999997],[0.],[5.410581],[16.5538],45.8426,4.156316443898408,2015-07-04
Township of Toboyne,"('-77.60000', '40.20000')",Township of Upper Mifflin,"('-77.50000', '40.20000')",[74.2037],[65.1137],[9.000001],[9.000001],[0.],[4.6116934],[13.6456995],34.86676666666666,3.715006806371928,2015-07-04
Township of Upper Mifflin,"('-77.50000', '40.20000')",Township of Lower Mifflin,"('-77.40000', '40.20000')",[74.2667],[65.2667],[8.400001],[8.400001],[0.],[4.966946],[12.750899],48.877433333333336,4.027612737171909,2015-07-04
Township of Lower Mifflin,"('-77.40000', '40.20000')",Township of West Pennsboro,"('-77.30000', '40.20000')",[74.149704],[65.5997],[8.400001],[8.400001],[0.],[4.966946],[12.750899],30.964499999999997,3.598182687577113,2015-07-04
Township of West Pennsboro,"('-77.30000', '40.20000')",Carlisle,"('-77.20000', '40.20000')",[73.9427],[65.5727],[8.400001],[8.400001],[0.],[4.966946],[12.750899],10.15355,3.4423689809367364,2015-07-04
Carlisle,"('-77.20000', '40.20000')",Township of Silver Spring,"('-77.10000', '40.20000')",[73.7942],[65.6042],[7.5],[7.5],[0.],[5.3874097],[15.659],13.86005,3.4195119392424886,2015-07-04
Township of Silver Spring,"('-77.10000', '40.20000')",Township of Upper Allen,"('-77.00000', '40.20000')",[73.590805],[65.5808],[7.5],[7.5],[0.],[5.3874097],[15.659],12.785766666666666,3.4173868083687626,2015-07-04
Township of Upper Allen,"('-77.00000', '40.20000')",Township of Fairview,"('-76.90000', '40.20000')",[73.078705],[65.15871],[7.5],[7.5],[0.],[5.3874097],[15.659],14.827083333333333,3.4528750914858257,2015-07-04
Township of Fairview,"('-76.90000', '40.20000')",Township of Susquehanna,"('-76.90000', '40.30000')",[73.0697],[65.5997],[7.5],[7.5],[0.],[5.3874097],[15.659],18.154666666666667,3.4399768762108525,2015-07-04
Pittsburgh,"('-80.00000', '40.40000')",Munhall,"('-79.90000', '40.40000')",[33.1466],[24.3266],[0.],[0.],[0.],[7.7653227],[19.9093],17.282500000000002,15.721577909116437,2013-02-16
Munhall,"('-79.90000', '40.40000')",Monroeville,"('-79.80000', '40.40000')",[33.0683],[24.3383],[0.],[0.],[0.],[7.327669],[19.461899],17.204633333333334,15.703407576367875,2013-02-16
Monroeville,"('-79.80000', '40.40000')",Murrysville,"('-79.70000', '40.40000')",[33.5516],[24.191599],[0.],[0.],[0.],[7.327669],[19.461899],24.057333333333336,15.97883306305209,2013-02-16
Murrysville,"('-79.70000', '40.40000')",Township of North Huntingdon,"('-79.70000', '40.30000')",[33.0251],[24.6551],[0.],[0.],[0.],[7.147907],[18.790798],22.594266666666666,15.274299521345835,2013-02-16
Township of North Huntingdon,"('-79.70000', '40.30000')",Township of Hempfield,"('-79.60000', '40.30000')",[32.0459],[23.4959],[0.],[0.],[0.],[7.227968],[19.0145],13.800083333333333,17.07840361832428,2013-02-16
Township of Hempfield,"('-79.60000', '40.30000')",Mount Pleasant,"('-79.50000', '40.20000')",[33.1403],[23.8703],[0.],[0.],[0.],[7.227968],[19.0145],20.875966666666667,16.469583911089362,2013-02-16
Mount Pleasant,"('-79.50000', '40.20000')",Township of Bullskin,"('-79.50000', '40.10000')",[31.2458],[21.255798],[0.],[0.],[0.14],[7.405788],[19.6856],17.133216666666666,22.36011517743321,2013-02-16
Township of Bullskin,"('-79.50000', '40.10000')",Township of Donegal,"('-79.40000', '40.10000')",[29.3108],[16.7108],[0.],[0.],[0.14],[7.405788],[19.6856],16.380366666666667,59.790285482931225,2013-02-16
Township of Donegal,"('-79.40000', '40.10000')",Township of Jefferson,"('-79.20000', '40.10000')",[28.4828],[16.512798],[0.1],[0.],[0.14],[8.562189],[21.6989],32.489133333333335,64.73030901747941,2013-02-16
Township of Jefferson,"('-79.20000', '40.10000')",Township of Lincoln,"('-79.10000', '40.10000')",[29.7644],[17.9744],[0.],[0.],[0.],[8.632038],[21.2515],38.85316666666667,41.067771068097905,2013-02-16
Township of Lincoln,"('-79.10000', '40.10000')",Township of Somerset,"('-79.10000', '40.00000')",[30.0038],[18.0338],[0.],[0.],[0.],[8.632038],[21.2515],14.838283333333333,40.18306127683719,2013-02-16
Township of Somerset,"('-79.10000', '40.00000')",Township of Stonycreek,"('-78.90000', '40.00000')",[29.350399],[19.270401],[0.],[0.],[0.],[8.632038],[21.2515],27.09345,30.85288855158203,2013-02-16
Township of Stonycreek,"('-78.90000', '40.00000')",Township of Allegheny,"('-78.80000', '40.00000')",[28.0283],[17.9483],[0.],[0.],[0.],[8.632038],[21.2515],23.512816666666666,41.10867972697556,2013-02-16
Township of Allegheny,"('-78.80000', '40.00000')",Township of Juniata,"('-78.70000', '40.00000')",[34.9133],[24.8333],[0.],[0.],[0.],[8.8580675],[18.119701],37.590900000000005,15.234437654886806,2013-02-16
Township of Juniata,"('-78.70000', '40.00000')",Township of Harrison,"('-78.60000', '40.00000')",[34.9358],[25.3958],[0.],[0.],[0.],[9.028728],[18.790798],29.433333333333334,14.360043230864566,2013-02-16
Township of Harrison,"('-78.60000', '40.00000')",Bedford County,"('-78.50000', '40.00000')",[35.8835],[26.0735],[0.],[0.],[0.],[9.028728],[18.790798],36.60733333333334,13.678853495386466,2013-02-16
Bedford County,"('-78.50000', '40.00000')",Township of West Providence,"('-78.40000', '40.00000')",[32.0846],[22.9046],[0.],[0.],[0.],[9.36606],[20.580399],95.13781666666667,21.69394992698121,2013-02-16
Township of West Providence,"('-78.40000', '40.00000')",Township of East Providence,"('-78.30000', '40.00000')",[35.6621],[26.572102],[0.],[0.],[0.],[8.770067],[18.3434],95.87361666666668,16.46087468245445,2013-02-16
Township of East Providence,"('-78.30000', '40.00000')",Township of Brush Creek,"('-78.20000', '40.00000')",[34.0286],[25.1186],[0.],[0.],[0.],[8.770067],[18.3434],35.41916666666667,14.808822411388425,2013-02-16
Township of Brush Creek,"('-78.20000', '40.00000')",Township of Licking Creek,"('-78.10000', '40.00000')",[35.8628],[26.9528],[0.],[0.],[0.],[8.87218],[19.238201],9.723733333333334,12.514054678807835,2013-02-16
Township of Licking Creek,"('-78.10000', '40.00000')",Township of Wells,"('-78.10000', '40.10000')",[34.6955],[25.7855],[0.],[0.],[0.],[8.87218],[19.238201],31.15263333333333,13.914058967536949,2013-02-16
Township of Wells,"('-78.10000', '40.10000')",Township of Taylor,"('-78.00000', '40.10000')",[35.942],[27.122002],[0.],[0.],[0.],[8.87218],[19.238201],42.160666666666664,12.728890445755063,2013-02-16
Township of Taylor,"('-78.00000', '40.10000')",Township of Dublin,"('-77.90000', '40.10000')",[36.329],[27.418999],[0.],[0.],[0.],[8.87218],[19.238201],18.337783333333334,12.112303032670166,2013-02-16
Township of Dublin,"('-77.90000', '40.10000')",Metal,"('-77.80000', '40.10000')",[36.9464],[27.5864],[0.],[0.],[0.],[9.130688],[19.6856],15.773266666666666,11.95016032874765,2013-02-16
Metal,"('-77.80000', '40.10000')",Township of Letterkenny,"('-77.70000', '40.10000')",[35.8565],[26.0465],[0.],[0.],[0.],[9.130688],[19.6856],15.1082,13.4714362171087,2013-02-16
Township of Letterkenny,"('-77.70000', '40.10000')",Township of Fannett,"('-77.70000', '40.20000')",[35.7449],[26.4749],[0.],[0.],[0.],[8.824107],[19.0145],23.95535,13.068507399049553,2013-02-16
Township of Fannett,"('-77.70000', '40.20000')",Township of Lurgan,"('-77.60000', '40.10000')",[37.5854],[27.5054],[0.],[0.],[0.],[9.05916],[19.6856],30.12773333333333,12.148922550800298,2013-02-16
Township of Lurgan,"('-77.60000', '40.10000')",Township of Toboyne,"('-77.60000', '40.20000')",[33.485],[24.485],[0.],[0.],[0.],[8.824107],[19.0145],45.8426,15.931794281931356,2013-02-16
Township of Toboyne,"('-77.60000', '40.20000')",Township of Upper Mifflin,"('-77.50000', '40.20000')",[37.6637],[29.0237],[0.],[0.],[0.],[8.562189],[19.9093],34.86676666666666,11.011624089782952,2013-02-16
Township of Upper Mifflin,"('-77.50000', '40.20000')",Township of Lower Mifflin,"('-77.40000', '40.20000')",[37.9067],[28.9067],[0.],[0.],[0.],[8.87218],[19.6856],48.877433333333336,11.440334902690276,2013-02-16
Township of Lower Mifflin,"('-77.40000', '40.20000')",Township of West Pennsboro,"('-77.30000', '40.20000')",[37.9697],[27.6197],[0.],[0.],[0.],[8.87218],[19.6856],30.964499999999997,12.06014021061637,2013-02-16
Township of West Pennsboro,"('-77.30000', '40.20000')",Carlisle,"('-77.20000', '40.20000')",[37.9427],[27.592701],[0.],[0.],[0.],[8.87218],[19.6856],10.15355,11.926154945067992,2013-02-16
Carlisle,"('-77.20000', '40.20000')",Township of Silver Spring,"('-77.10000', '40.20000')",[37.8842],[27.9842],[0.],[0.],[0.],[9.130688],[18.790798],13.86005,11.603129018834101,2013-02-16
Township of Silver Spring,"('-77.10000', '40.20000')",Township of Upper Allen,"('-77.00000', '40.20000')",[37.8608],[28.2308],[0.],[0.],[0.],[9.130688],[18.790798],12.785766666666666,11.398716857454193,2013-02-16
Township of Upper Allen,"('-77.00000', '40.20000')",Township of Fairview,"('-76.90000', '40.20000')",[37.6187],[28.7087],[0.],[0.],[0.],[9.130688],[18.790798],14.827083333333333,11.03626358539884,2013-02-16
Township of Fairview,"('-76.90000', '40.20000')",Township of Susquehanna,"('-76.90000', '40.30000')",[38.1497],[28.6997],[0.],[0.],[0.],[9.130688],[18.790798],18.154666666666667,11.059427894931588,2013-02-16
Pittsburgh,"('-80.00000', '40.40000')",Munhall,"('-79.90000', '40.40000')",[69.4598],[49.8398],[0.],[0.],[0.],[14.5405],[30.1995],17.282500000000002,4.554049233407989,2022-05-17
Munhall,"('-79.90000', '40.40000')",Monroeville,"('-79.80000', '40.40000')",[69.342804],[49.7228],[0.],[0.],[0.],[14.5405],[30.1995],17.204633333333334,4.5684396676647685,2022-05-17
Monroeville,"('-79.80000', '40.40000')",Murrysville,"('-79.70000', '40.40000')",[69.704605],[49.634598],[0.],[0.],[0.],[14.927681],[33.3313],24.057333333333336,4.629531667513871,2022-05-17
Murrysville,"('-79.70000', '40.40000')",Township of North Huntingdon,"('-79.70000', '40.30000')",[69.4598],[49.2098],[0.],[0.],[0.],[13.957519],[31.9891],22.594266666666666,4.671304186109732,2022-05-17
Township of North Huntingdon,"('-79.70000', '40.30000')",Township of Hempfield,"('-79.60000', '40.30000')",[68.5859],[47.2559],[0.],[0.],[0.],[14.506043],[33.3313],13.800083333333333,4.889723739956138,2022-05-17
Township of Hempfield,"('-79.60000', '40.30000')",Mount Pleasant,"('-79.50000', '40.20000')",[69.6767],[49.5167],[0.],[0.],[0.],[13.718848],[32.2128],20.875966666666667,4.617943888180705,2022-05-17
Mount Pleasant,"('-79.50000', '40.20000')",Township of Bullskin,"('-79.50000', '40.10000')",[68.2259],[48.425903],[0.2],[0.2],[0.],[14.218595],[33.1076],17.133216666666666,4.749360170323371,2022-05-17
Township of Bullskin,"('-79.50000', '40.10000')",Township of Donegal,"('-79.40000', '40.10000')",[67.0487],[48.4187],[0.3],[0.3],[0.],[15.246103],[35.5683],16.380366666666667,4.751765778541018,2022-05-17
Township of Donegal,"('-79.40000', '40.10000')",Township of Jefferson,"('-79.20000', '40.10000')",[63.7907],[45.6107],[0.2],[0.2],[0.],[17.535854],[40.9371],32.489133333333335,5.324954039897103,2022-05-17
Township of Jefferson,"('-79.20000', '40.10000')",Township of Lincoln,"('-79.10000', '40.10000')",[65.7563],[47.5763],[0.2],[0.2],[0.],[17.535854],[40.9371],38.85316666666667,5.142450481333906,2022-05-17
Township of Lincoln,"('-79.10000', '40.10000')",Township of Somerset,"('-79.10000', '40.00000')",[66.3872],[47.8472],[0.1],[0.1],[0.],[19.73891],[36.463097],14.838283333333333,4.813953882866169,2022-05-17
Township of Somerset,"('-79.10000', '40.00000')",Township of Stonycreek,"('-78.90000', '40.00000')",[65.9408],[47.8508],[0.2],[0.2],[0.],[18.740131],[39.3712],27.09345,4.91153112691594,2022-05-17
Township of Stonycreek,"('-78.90000', '40.00000')",Township of Allegheny,"('-78.80000', '40.00000')",[64.6187],[46.5287],[0.2],[0.2],[0.],[18.740131],[39.3712],23.512816666666666,5.069641075446402,2022-05-17
Township of Allegheny,"('-78.80000', '40.00000')",Township of Juniata,"('-78.70000', '40.00000')",[70.8359],[51.7559],[0.],[0.],[0.],[14.706468],[34.2261],37.590900000000005,4.571264961730071,2022-05-17
Township of Juniata,"('-78.70000', '40.00000')",Township of Harrison,"('-78.60000', '40.00000')",[71.105],[52.025],[0.],[0.],[0.],[14.706468],[34.2261],29.433333333333334,4.404633934047595,2022-05-17
Township of Harrison,"('-78.60000', '40.00000')",Bedford County,"('-78.50000', '40.00000')",[71.5379],[52.4579],[0.],[0.],[0.],[14.706468],[34.2261],36.60733333333334,4.473435644782264,2022-05-17
Bedford County,"('-78.50000', '40.00000')",Township of West Providence,"('-78.40000', '40.00000')",[68.1134],[49.573402],[0.2],[0.2],[0.],[16.109507],[34.6735],95.13781666666667,8.065190163815004,2022-05-17
Township of West Providence,"('-78.40000', '40.00000')",Township of East Providence,"('-78.30000', '40.00000')",[71.8052],[52.185204],[0.],[0.],[0.],[15.422327],[36.0157],95.87361666666668,7.817681876607923,2022-05-17
Township of East Providence,"('-78.30000', '40.00000')",Township of Brush Creek,"('-78.20000', '40.00000')",[70.4246],[50.8046],[0.],[0.],[0.],[15.422327],[36.0157],35.41916666666667,4.640267558810346,2022-05-17
Township of Brush Creek,"('-78.20000', '40.00000')",Township of Licking Creek,"('-78.10000', '40.00000')",[72.4469],[51.5669],[0.],[0.],[0.],[14.833519],[35.5683],9.723733333333334,4.319414133543467,2022-05-17
Township of Licking Creek,"('-78.10000', '40.00000')",Township of Wells,"('-78.10000', '40.10000')",[69.7199],[51.6299],[0.1],[0.1],[0.],[14.747243],[36.0157],31.15263333333333,4.478224394152362,2022-05-17
Township of Wells,"('-78.10000', '40.10000')",Township of Taylor,"('-78.00000', '40.10000')",[71.1671],[52.3571],[0.],[0.],[0.],[15.039562],[34.2261],42.160666666666664,4.606681231368227,2022-05-17
Township of Taylor,"('-78.00000', '40.10000')",Township of Dublin,"('-77.90000', '40.10000')",[71.8673],[52.6073],[0.],[0.],[0.],[15.538699],[35.5683],18.337783333333334,4.235964922338049,2022-05-17
Township of Dublin,"('-77.90000', '40.10000')",Metal,"('-77.80000', '40.10000')",[72.4964],[52.6964],[0.],[0.],[0.],[15.332836],[36.6868],15.773266666666666,4.212907106836115,2022-05-17
Metal,"('-77.80000', '40.10000')",Township of Letterkenny,"('-77.70000', '40.10000')",[71.1491],[50.9891],[0.],[0.],[0.],[14.747243],[31.9891],15.1082,4.403214392120238,2022-05-17
Township of Letterkenny,"('-77.70000', '40.10000')",Township of Fannett,"('-77.70000', '40.20000')",[70.4885],[51.2285],[0.],[0.],[0.],[15.609388],[36.0157],23.95535,4.4339354739783445,2022-05-17
Township of Fannett,"('-77.70000', '40.20000')",Township of Lurgan,"('-77.60000', '40.10000')",[72.8924],[52.7324],[0.],[0.],[0.],[14.747243],[31.9891],30.12773333333333,4.336265324233649,2022-05-17
Township of Lurgan,"('-77.60000', '40.10000')",Township of Toboyne,"('-77.60000', '40.20000')",[68.27721],[49.0172],[0.],[0.],[0.],[15.609388],[36.0157],45.8426,5.107449276015032,2022-05-17
Township of Toboyne,"('-77.60000', '40.20000')",Township of Upper Mifflin,"('-77.50000', '40.20000')",[72.486496],[52.2365],[0.],[0.],[0.],[13.865791],[33.3313],34.86676666666666,4.465451162505821,2022-05-17
Township of Upper Mifflin,"('-77.50000', '40.20000')",Township of Lower Mifflin,"('-77.40000', '40.20000')",[72.8627],[52.2527],[0.],[0.],[0.],[14.346479],[34.0024],48.877433333333336,4.807733638280645,2022-05-17
Township of Lower Mifflin,"('-77.40000', '40.20000')",Township of West Pennsboro,"('-77.30000', '40.20000')",[73.1444],[52.8044],[0.],[0.],[0.],[15.358922],[32.4365],30.964499999999997,4.340388785386426,2022-05-17
Township of West Pennsboro,"('-77.30000', '40.20000')",Carlisle,"('-77.20000', '40.20000')",[73.2146],[52.8746],[0.],[0.],[0.],[15.358922],[32.4365],10.15355,4.175239339678419,2022-05-17
Carlisle,"('-77.20000', '40.20000')",Township of Silver Spring,"('-77.10000', '40.20000')",[73.4144],[53.4344],[0.],[0.],[0.],[15.896872],[33.1076],13.86005,4.126714624543925,2022-05-17
Township of Silver Spring,"('-77.10000', '40.20000')",Township of Upper Allen,"('-77.00000', '40.20000')",[73.571],[53.681],[0.],[0.],[0.],[15.951864],[34.0024],12.785766666666666,4.097516618478827,2022-05-17
Township of Upper Allen,"('-77.00000', '40.20000')",Township of Fairview,"('-76.90000', '40.20000')",[73.2155],[53.7755],[0.],[0.],[0.],[16.385166],[37.357903],14.827083333333333,4.095232774069361,2022-05-17
Township of Fairview,"('-76.90000', '40.20000')",Township of Susquehanna,"('-76.90000', '40.30000')",[73.3667],[52.9367],[0.],[0.],[0.],[15.226396],[35.1209],18.154666666666667,4.199393614712058,2022-05-17
Pittsburgh,"('-80.00000', '40.40000')",Munhall,"('-79.90000', '40.40000')",[83.4566],[60.2366],[3.1000001],[3.1000001],[0.],[12.3035],[27.067701],17.282500000000002,3.658336484013836,2015-09-19
Munhall,"('-79.90000', '40.40000')",Monroeville,"('-79.80000', '40.40000')",[83.378296],[60.1583],[3.],[3.],[0.],[11.7095785],[25.949202],17.204633333333334,3.660171092461832,2015-09-19
Monroeville,"('-79.80000', '40.40000')",Murrysville,"('-79.70000', '40.40000')",[83.5916],[60.6416],[3.],[3.],[0.],[11.7095785],[25.949202],24.057333333333336,3.6724586096248086,2015-09-19
Murrysville,"('-79.70000', '40.40000')",Township of North Huntingdon,"('-79.70000', '40.30000')",[83.0651],[60.5651],[2.6000001],[2.6000001],[0.],[11.144661],[24.383299],22.594266666666666,3.649817213893914,2015-09-19
Township of North Huntingdon,"('-79.70000', '40.30000')",Township of Hempfield,"('-79.60000', '40.30000')",[82.0859],[59.6759],[2.1000001],[2.1000001],[0.],[10.362889],[24.8307],13.800083333333333,3.6478930467469475,2015-09-19
Township of Hempfield,"('-79.60000', '40.30000')",Mount Pleasant,"('-79.50000', '40.20000')",[82.8203],[61.310295],[2.1000001],[2.1000001],[0.],[10.362889],[24.8307],20.875966666666667,3.5608093077738228,2015-09-19
Mount Pleasant,"('-79.50000', '40.20000')",Township of Bullskin,"('-79.50000', '40.10000')",[80.8358],[60.1358],[1.9],[1.9],[0.],[10.167897],[23.9359],17.133216666666666,3.6186460318722977,2015-09-19
Township of Bullskin,"('-79.50000', '40.10000')",Township of Donegal,"('-79.40000', '40.10000')",[79.980804],[60.090797],[1.9],[1.9],[0.],[10.167897],[23.9359],16.380366666666667,3.6183358523279874,2015-09-19
Township of Donegal,"('-79.40000', '40.10000')",Township of Jefferson,"('-79.20000', '40.10000')",[78.0728],[55.8428],[0.5],[0.5],[0.],[11.60656],[22.5937],32.489133333333335,4.081861206545804,2015-09-19
Township of Jefferson,"('-79.20000', '40.10000')",Township of Lincoln,"('-79.10000', '40.10000')",[79.8044],[58.6544],[0.5],[0.5],[0.],[11.305152],[24.8307],38.85316666666667,3.9549138377646957,2015-09-19
Township of Lincoln,"('-79.10000', '40.10000')",Township of Somerset,"('-79.10000', '40.00000')",[79.593796],[57.3638],[0.5],[0.5],[0.],[11.305152],[24.8307],14.838283333333333,3.779009545820528,2015-09-19
Township of Somerset,"('-79.10000', '40.00000')",Township of Stonycreek,"('-78.90000', '40.00000')",[80.560394],[57.5204],[0.5],[0.5],[0.],[11.305152],[24.8307],27.09345,3.858261599700991,2015-09-19
Township of Stonycreek,"('-78.90000', '40.00000')",Township of Allegheny,"('-78.80000', '40.00000')",[79.2383],[56.1983],[0.5],[0.5],[0.],[11.305152],[24.8307],23.512816666666666,3.9387018684744826,2015-09-19
Township of Allegheny,"('-78.80000', '40.00000')",Township of Juniata,"('-78.70000', '40.00000')",[85.5833],[59.3033],[0.],[0.],[0.],[10.908673],[25.278101],37.590900000000005,3.8564435151208434,2015-09-19
Township of Juniata,"('-78.70000', '40.00000')",Township of Harrison,"('-78.60000', '40.00000')",[85.965805],[59.325798],[0.4],[0.4],[0.],[11.60656],[26.3966],29.433333333333334,3.734287570943667,2015-09-19
Township of Harrison,"('-78.60000', '40.00000')",Bedford County,"('-78.50000', '40.00000')",[86.8235],[58.9235],[0.4],[0.4],[0.],[11.60656],[26.3966],36.60733333333334,3.8831949248777757,2015-09-19
Bedford County,"('-78.50000', '40.00000')",Township of West Providence,"('-78.40000', '40.00000')",[83.2946],[57.2846],[0.2],[0.2],[0.],[11.305152],[25.949202],95.13781666666667,7.252093781665744,2015-09-19
Township of West Providence,"('-78.40000', '40.00000')",Township of East Providence,"('-78.30000', '40.00000')",[85.7021],[60.3221],[0.1],[0.1],[0.],[10.106191],[25.7255],95.87361666666668,7.076337377206426,2015-09-19
Township of East Providence,"('-78.30000', '40.00000')",Township of Brush Creek,"('-78.20000', '40.00000')",[84.1586],[59.3186],[0.1],[0.1],[0.],[10.106191],[25.7255],35.41916666666667,3.817306909434965,2015-09-19
Township of Brush Creek,"('-78.20000', '40.00000')",Township of Licking Creek,"('-78.10000', '40.00000')",[85.3628],[60.9728],[0.],[0.],[0.],[9.437913],[22.1463],9.723733333333334,3.4559114248256764,2015-09-19
Township of Licking Creek,"('-78.10000', '40.00000')",Township of Wells,"('-78.10000', '40.10000')",[84.2855],[60.1655],[0.],[0.],[0.],[9.437913],[22.1463],31.15263333333333,3.6774679018903123,2015-09-19
